username,hashtags,retweets,url,punctuations,sentence_length,emoji,label
5f5e9ac39b110eb97ed8d4068d638f2e,0,0,0,0.16,13.51,0,bot
deb6e08579c94c0586dd8e1ba05338f5,0,0,0,0.09,13.54,0,bot
3e4d375a4c88ab1442b8414d1d6ae7bc,0,0,0,0.18,13.97,0,bot
e219623d579e2bb47842f71403df2e47,0,0,0,0.14,13.96,0,bot
571912352aea5dc4b86a12e563890abf,0,0,0,0.19,13.11,0,bot
b85356c0156b7c36f33121dcd3dc7765,0,0,0,0.12,13.59,0,bot
e496129ecdcb35649ac85fbc972aaec6,26,0,0,3.34,9.79,0,bot
8d7d09b8a0c862959517f0951670cf86,17,0,0,3.15,9.76,0,bot
fc40154c69e4c197d1ca806c073e19f6,18,0,0,2.9,9.55,0,bot
6842f6c658008f521bb1ef283e4bc935,18,0,0,3.34,9.67,0,bot
8d72ae6b57a46b36530617556bc90fdd,11,0,0,3.31,10.14,0,bot
61d951abc3f96ab1e9f699842a5fa0e7,11,0,0,3.59,9.76,0,bot
233a032b5b0ca83e7e9ff612b41bd3a0,15,0,0,3.24,9.34,0,bot
63b7229a997330773ff7de5471d0f676,25,0,0,3.32,9.44,0,bot
234bb006405e59d8912929aa49acf10d,24,0,0,3.33,10.17,0,bot
e14913b1a4a5a2d5cf397c760fd24c46,30,0,0,3.19,9.34,0,bot
d538481fdf63e91710ab4c11d39caae7,19,0,198,21.82,35.96,180,bot
d3a34db21d08f68da2b30e669e791f64,15,0,200,19.73,36.95,183,bot
ab4358a85e043d29efc466ab1ab66069,11,0,200,21.13,35.96,160,bot
e7a9f5bcd664aeb1a2db3a279f7cfcc,3,0,184,20.63,36.63,201,bot
88ea3f7c3e601167e6f291e4a0489783,9,0,192,21.5,36.88,158,bot
6e114a75aae1654fc92471b21813ae55,4,0,190,20.26,37.45,212,bot
f860ff41178e4f94459995dd40150c7e,8,0,184,21.43,36.17,233,bot
c7a363e9a88220b3691b384450cc1fd2,15,0,187,22.88,35.88,206,bot
cca3a4903cc542af11ef2d3856d87caf,9,0,191,21.67,37.53,245,bot
c485f528b809d3ce25ee8277c7a6712c,10,0,188,24.03,36.65,299,bot
d00d8c2e53a123348dbba1ecd32418ae,0,0,45,5.05,12.9,3,bot
9094adf74a2a4ad4bdd969cd336c3211,0,0,45,4.57,12.78,3,bot
978e94df9f5f1fee75ec291db5c1d770,1,0,47,4.95,13.19,4,bot
5769cd0f9fa8563bf54a197c8a307b76,0,0,39,4.82,13.24,7,bot
5bcb93957d5bba6233a025d1c4169e1a,0,0,44,4.57,13.17,4,bot
7f1653d2d6abdcfc9396cd2aaebf5747,0,0,48,4.88,13.21,3,bot
936ec39cf140b84d57c431d1db53b2bf,0,0,50,5.15,13.36,2,bot
22862d95a477dbd664adbb5de74bf45e,0,0,51,4.52,12.21,6,bot
43c622f49ba67406f7e2e40d727afa37,0,0,43,4.95,13.59,5,bot
fa666740dee371bcdeace64bbe96d023,0,0,45,4.62,12.78,7,bot
ae669a3c41addd6a439e4c7ccebe259e,0,6,95,7.99,10.91,2,bot
b2b830f4a0de645904b76f1b681ca0d6,0,7,98,7.75,10.44,0,bot
aacb9cc2cef7ca08a0b797ee6b250d84,0,7,97,7.87,10.03,0,bot
b4f808cd00f01d49ceef9561df105296,0,6,98,8.08,10.83,1,bot
583839a91d5279ae799e25d65ee58e67,0,4,98,8.07,10.24,0,bot
12646f3ae0cfb870ffa853c559fe8447,0,9,96,7.95,10.11,1,bot
77d732d87147f493faeea8b4102f0b45,0,3,98,7.62,9.29,0,bot
af53861c5a5d4e10e5b190930e7afb4d,0,4,97,7.73,10.83,0,bot
edc40c975709a875dee0d653b268dec0,0,3,100,8.05,10.47,2,bot
69db4f8ae9958b6f099c6d09ba80d6b9,0,3,100,7.49,9.27,0,bot
761393fbdb706ad498b477ae6eee3a7f,0,0,49,5.03,12.64,5,bot
e105348af2701877fe11504005f18f0e,0,0,49,4.68,13.09,5,bot
47f62d783876be19a5c7356ce29dd0a,0,0,47,4.89,12.82,4,bot
48c4c33a9ac8c51fd32d4886bcedb927,0,0,42,4.6,12.04,1,bot
5d5f212dcfc1df867785c70be1e74435,0,0,52,5.1,12.29,7,bot
15e49e32ac47562998c82b18ca20ad83,0,0,46,4.82,12.6,5,bot
1bef1c70500611ed5880b431a03b01c9,0,0,38,4.48,13.43,0,bot
81378cb8b53aa379da933376b6bc6976,0,0,51,5.22,12.83,5,bot
ebb36198a0ff33fdac3961f8c7f5926c,0,0,40,4.61,13.01,6,bot
af481de66eb1c73a7e80927e55c45b08,0,0,42,4.59,13.07,6,bot
22e0a078af344879d2697259e5c590e9,0,0,187,10.62,7.1,38,bot
6d9d903a6050c77f65e4ef5b093fb244,0,0,193,10.82,6.73,34,bot
6e5351386535afe97f1dd8969dbf1483,0,0,177,9.89,6.41,32,bot
6ca3c6fe2b26d0e2456d5b7cd37a9bb,1,0,181,10.51,7.35,33,bot
14e7b0346beb4f6c91e2b5ce8ce2143,1,0,189,10.36,6.08,31,bot
262e3930cb51569f429c3b1593d96f85,0,0,190,10.52,6.18,19,bot
d5836a818d8335bb090ece1cf67144ec,2,0,183,10.38,6.52,37,bot
1fdda34cc3e21b2a9a0da38becaa6ffa,3,0,180,10.14,6.52,30,bot
c545c1b96b2bdf1396d00b524381c465,0,0,189,10.48,6.12,28,bot
fee641b458a8e38f7901ff417408957e,0,0,187,10.64,6.39,34,bot
5f861c5f5d54d05678e624355999476e,3,0,172,20.29,38.04,184,bot
2c0a75c40118a6d47e9d8aacd6cf733e,4,0,200,20.35,38.35,159,bot
459d6646a793b5c6fcff0aa23e08cd67,12,0,199,20.75,38.14,136,bot
6f933702d2ae52ca9a8bb89d8aa121d3,5,0,191,20.45,36.96,134,bot
c2f4124a72eeb93f5eb895c766b106c9,7,0,195,20.16,38.27,162,bot
fa9bae606364ab571fb0d391c797a10b,12,0,191,22.08,37.5,183,bot
23b222406aa415d44d1d20aa37b31bc8,10,0,194,20.76,38.07,200,bot
304c12afb0a7e20f49bf84e054993e98,5,0,192,20.47,37.53,234,bot
f2ceec392e665f2972598be3c66582d6,10,0,192,22.77,37.72,263,bot
a965a1b01cbcd9ac74c1924b01b22d0,11,0,197,21.52,36.61,220,bot
2ab7355d6c57fc67cd94d4ab369f342a,74,26,93,13.13,16.14,57,bot
51260a5dccc55587a2968c0dc7dcdabd,1,0,71,6.38,9.68,19,bot
71faa2c1bcc00bff9d193d1a2236e199,3,0,6,8.52,28.85,98,bot
225d7691e4d7d8bbccead714a572f84b,1,1,60,6.24,10.77,32,bot
4868efd8cab5843437fd988f3888c89d,1,0,67,6.05,7.39,32,bot
c24dcb66bf3c9e4f7408a6b021238b9b,0,2,49,5.84,8.48,45,bot
53d7ac053b39f7f9bf5fc6b00075546e,0,0,58,6.36,8.46,59,bot
54eb765bf978fe9ad964fca62fcc2898,0,1,57,6.75,8.91,25,bot
e265536940369643f264861b231b2cbd,1,1,38,5.28,11.22,21,bot
76aea843dc47d2b07b7c199098bb94e7,0,3,25,4.71,12.64,25,bot
15a84a2e17a4066b187d6a28581c40e6,0,1,21,4.99,12.9,41,bot
9a254704cabae53a77c93b9e8d05f1b6,10,8,102,8.24,10.3,41,bot
7fc32af13414be3552c68f200640913,0,0,46,4.55,12.77,1,bot
b23dfde6231958846fa9b2cace450fed,0,0,45,4.71,12.96,4,bot
90c1631440dbf82f5e7e969eb038b449,0,0,47,4.61,13.14,4,bot
923fc185d19c6cb35e4a679c123570b5,0,0,45,4.68,12.58,6,bot
c684e57872d23e9e7d61acbc02a7d86e,0,0,51,4.9,12.3,2,bot
19c86625f57985c77edcc19a4d10dbeb,0,0,44,4.66,12.63,6,bot
6c5de3c4b1900ee84bd4643bd0ba5e7b,0,0,36,4.35,12.9,2,bot
b1c8c6e9c85fc887e8b4b7554fb52186,0,0,48,5.14,12.58,11,bot
e1a2e8c57e30ba1c4235dcb3cad93e6b,0,0,39,4.62,13.19,6,bot
a9b144f9481c382231948a44fd6567d0,0,0,47,4.6,13.4,3,bot
f3d2dbe3a831e6637df277d35115c571,15,0,202,14.38,16.04,24,bot
2fe837fb5c10d1a48f91b1975bfe2ebf,10,0,203,15.19,17.23,56,bot
86bd46cd66d73442d3a41f00e1cc509,10,0,202,14.33,16.56,23,bot
ed4e3182a39eb4967388f1d3d2257094,7,0,201,14.21,16.6,33,bot
c13f3f303ce90c1409ad5fe0e94790a2,26,0,201,14.82,16.69,32,bot
1e65e06fc74c5a738f35d5a1edd6b9fc,1,0,203,14.35,17.17,33,bot
af74ed1f14255c47a588ab3165a32f1e,8,0,202,13.73,16.0,26,bot
89cd77b60eba96de5392808f7fb34058,3,0,204,14.36,16.72,26,bot
da9a90eb8c8df52864723343b635ee4b,2,0,204,14.91,17.19,29,bot
8d78b41b9bce288372da5c1dd5e195fb,4,0,200,13.78,16.3,17,bot
376b1784dbb153e4d98852a45ee504c4,0,0,200,12.55,6.57,32,bot
f98bef7de1a6d5d0543c1a4c7049fea0,1,0,200,12.39,6.72,22,bot
2ed73320fcf0e70c4e82ee7a43a81b49,0,0,200,12.63,6.91,38,bot
a4f6109753fe6d90feba173d5b612473,0,0,200,12.62,6.38,42,bot
1aec68776841385d9e1a6c7d557ca690,0,0,200,12.27,6.3,22,bot
a43f4e7af203dbe20e4aa42696e9392d,0,0,200,12.28,6.5,28,bot
7ba8710c5940c564db4476df0fb6a39f,1,0,200,12.45,6.75,37,bot
8d5a30df7cc8e6bdd6c1858a1ff3fb46,2,0,200,12.67,6.62,35,bot
301dc2dc3ce08afa020f999e821f77c3,1,0,200,12.74,6.77,39,bot
871a5564331b78b8305ab9ffbdcf99e1,0,0,200,12.45,6.79,33,bot
a022e4407ff62a7218a17fb1513207e4,0,0,99,5.92,7.21,0,bot
9dcd9ce000c8d1a781c4dad4611622fc,0,0,100,6.1,7.41,0,bot
11447c94e135fc3045782a7b37448a07,0,0,99,6.41,8.58,0,bot
61238abed5740c9b06be84d275602fe0,0,0,100,6.02,7.59,0,bot
e2e5baf630331eff7c3ffd7c5e6d95d,0,0,99,6.01,7.78,0,bot
5c0002d76ba3dc0ecb6ca880b6ffcd6e,4,8,96,11.25,17.03,19,bot
9fcf3a60d651104d8a1771a8073ae4ac,0,0,100,8.5,11.78,29,bot
9930c8ad3ea2b66aabcdeb7f4e8c2024,0,0,100,5.73,8.92,24,bot
c7d0761550bb0082d8ba2ca395c7e508,0,0,100,5.93,9.46,28,bot
385b700eeb2c36edc9e98408ea6221a5,0,0,100,5.9,9.09,15,bot
cb632efc9360577752a75fec98ad281a,0,0,100,5.64,8.84,18,bot
2210e3c179300b5c9a293679d86c070d,0,0,100,5.95,8.77,18,bot
614840913d7a4bc610fa7e15dcded1d3,0,0,100,5.78,8.93,14,bot
e32611d8899755550a3862956f82dabd,0,0,100,6.03,9.19,23,bot
80cfe05a90b0be5995e96b9b176a01ea,0,0,100,5.84,9.16,20,bot
39d150823afd144124e1185e71c3b008,0,0,100,5.69,9.59,26,bot
3e6cd6858a05bf994c1a05f3becae23b,0,1,101,5.81,9.02,19,bot
4712c74414142ff8f82fbac8432d490c,3,0,37,5.16,13.16,0,bot
44e97163f2187cd0adcc9ec2c26a0519,3,0,66,6.67,11.25,2,bot
637ee64651894cde5a6246bbd66778df,7,0,78,7.58,12.92,1,bot
b7592402cae95ff1e7ccb758c0ce8382,9,0,85,8.13,10.64,8,bot
f6aca2a037974b2180e48ace67e46483,14,0,91,7.98,9.66,6,bot
ab303f690bc8aeb331cbf1e9d18de9f9,8,0,97,8.44,10.33,5,bot
ffcc79b095a3d5295eac815f868470be,3,0,94,7.94,11.47,8,bot
ffc094850556665c4c173bc3089085dd,12,0,91,8.37,10.97,4,bot
dbcc943113ca45de44e4cd1389ebcb80,5,0,100,8.58,9.93,12,bot
db8341abb9a732614df3dfc99e8dc19c,4,1,97,8.18,10.27,9,bot
28c4685c5a5e66f34ed3e49de9cc3e0a,0,0,49,5.0,13.06,6,bot
9360631bd7c8db5a50573ab3c8d8031b,0,0,52,4.95,12.35,0,bot
896fa4335c52474db37d58deff0629cb,0,0,49,4.54,12.36,2,bot
b732befb2983e550f40d613fe3504a28,0,0,36,4.44,12.89,3,bot
fd8e1df6130c6df8a1c758d538a69790,0,0,44,4.2,12.19,3,bot
8172695e690855bcfa8b36919c6d4502,0,0,45,4.74,12.72,6,bot
6ef7d281d820c7fbdd2161e125d5215a,1,0,42,4.57,13.41,4,bot
754c6e48b9fc149e89cc47fad0d9d3b8,0,0,35,4.35,13.51,6,bot
6a703136bf69112f1aec74f26548101,0,0,50,5.13,12.78,4,bot
ddf5933d83e11730a921f0bdd5180dd4,0,0,46,5.07,13.11,10,bot
bc92ef0b18db27d350c2b2e1416bab3b,0,1,1,2.82,19.41,32,bot
eb0b37856b7b19754323f9729c3a9535,12,0,0,4.05,18.02,18,bot
ac3718b26ad90f9d865c463f3865416e,11,0,0,3.43,17.35,7,bot
17d243aa5c4aee9b4304a3f7b5c2246b,18,0,0,4.18,20.6,21,bot
2042f213042de5e513f959aabbdd85fd,9,0,1,4.27,19.14,10,bot
289bdc68d5da1dcf2ae26108c1902ea1,18,0,1,3.3,17.08,3,bot
81378efae2c9ccfaab23af4b21411bb2,4,0,3,4.03,17.94,15,bot
561aa8d828e77ce55c9cd281e2451688,4,0,0,3.45,17.66,5,bot
4122fe0fd49a803645735c1af0a21338,9,0,1,3.47,18.44,12,bot
9d5163f9abbfc9a02b9076282b98fb27,8,0,0,4.06,19.88,2,bot
8c572a4434e4b9c871a5bbdc6debdc9d,20,0,0,4.05,18.58,2,bot
bcb9670561536ae466c17dbb0223e50d,0,15,0,4.37,15.2,36,bot
75305234af774fde21caf50bed0113c,0,15,0,4.34,15.69,40,bot
2fa57a8e24482a7d0cb4d2e36b76722f,0,15,0,4.47,15.27,32,bot
1a7d871a711240fcfa96e0dfe613eb24,0,18,0,4.6,15.67,32,bot
55ab03b57c93a283e6ddbd07b01a1700,0,18,1,4.69,16.34,37,bot
ba04da85465890feedfdb4c45fd71e38,1,12,0,4.33,15.79,43,bot
c450f62990eb6792eab9178d8953e564,1,16,0,4.29,16.42,35,bot
9224f4ac66b0b023b499c8874645fd4b,0,13,0,4.2,15.63,24,bot
b0cb677f127281c3dc22ab3c6dcb9d12,0,16,0,4.49,16.23,31,bot
752b9982e0192952b59c7ee9b315ec59,0,13,0,4.24,15.75,23,bot
7c6dea9d999d80dc39c76fb82b1211df,25,0,207,12.15,9.82,42,bot
25190ce47b34cc40c8f301b207135d60,3,0,200,11.4,10.21,6,bot
ef2bae1050edf93b2aa3d3c6e6a7739,24,0,202,11.6,10.01,12,bot
e96d9b25c0e395885af8c8bff970eb70,24,0,206,12.08,10.97,30,bot
42809c449b17e13c75a5672c16e7ee1b,24,0,203,11.91,10.08,24,bot
206ec5e19ff844ac4a176ba4de950fd6,30,0,207,12.14,10.19,30,bot
e96b6d0f49ed2d4d95b1bd0b419b4084,27,0,206,12.07,10.17,42,bot
4f05dc91ddc747f530fea223bd5e287e,27,0,206,12.01,10.15,38,bot
a59ae65df66d53bf21c2be7138de6859,21,0,204,11.76,10.3,16,bot
20171022b97d457030e3439bfecf0584,21,0,201,11.66,9.79,18,bot
f6836aff57695f2616cc7c310bf7baa,0,0,100,8.0,18.99,0,bot
c297e8ea63081eb34225222711b0842c,0,0,100,8.0,19.0,0,bot
97ef8fb86f2f531a904d0427c6219c7d,0,0,100,8.0,18.97,0,bot
4b2c4cb757dd4c9e7abc3a634e30eb1e,0,0,100,8.0,18.99,0,bot
b2de1e93e5f901d788a82cb84f914b3d,0,0,100,8.0,18.98,0,bot
cbaca2bb11a9f50c2a079ef6942578b5,0,0,100,8.0,18.99,0,bot
50068d0c01fa6f0484667275686f06e3,0,0,100,8.0,18.99,0,bot
caa38e576c216b00276bdf8f239b9a75,0,0,100,8.0,18.98,0,bot
e1d7b4eaad584991eaa17516b2de9f86,0,0,100,8.0,19.0,0,bot
9293a48417d6395ece93acc4d94245be,0,0,100,8.0,19.0,0,bot
a21e98ef67f970206046221a93aea9d3,11,0,122,9.02,8.13,0,bot
e4aa883085f29ed3259fff01c99381ce,5,0,200,10.69,4.38,1,bot
e6a58c7f523645298c31b5704a28ea2c,2,0,200,10.46,4.49,0,bot
71891f00976fe928153b10e69e2edb21,5,0,200,10.88,4.51,0,bot
8aaa4dac43f6a8a94b4731c32dd2408f,7,0,200,10.91,5.35,0,bot
372918416c5198e42e4cdd07dd6f42e1,5,0,200,10.99,5.08,7,bot
9595937d8cf5a5737b5fd3a6f8d436af,3,0,200,10.61,4.24,0,bot
10a96b63b8f904e8829bceb46b621c9c,3,0,200,10.49,4.5,2,bot
980c5591afe8cfd68bafcb5e503c3ec4,2,0,200,10.54,4.44,1,bot
c410f4a17d1ace8305e30ec1bb5df9b6,2,0,199,11.0,5.17,3,bot
23acb34ec2de7e6793759e216d0ed1fa,1,0,200,10.75,4.54,1,bot
e01014fa5beb68c9e4776ff314a83453,0,0,0,3.83,15.46,14,bot
ef4cd84bb0cd9fd1c9107424ad3071d4,0,0,0,4.11,15.36,6,bot
aa62d5f9787807cab2edef0bb1d21eb7,0,0,0,3.97,13.92,8,bot
5631374256ca72f365e20c9cf5aeade,0,0,0,3.89,15.81,13,bot
67179fc58665e7da17ec3fd02000062a,0,0,0,3.94,14.49,16,bot
7d030088d4a20decb7222b7e53cf8cd9,75,93,57,11.84,19.12,117,bot
8fc883b641afb5fbef4a184e6a6b1399,108,100,62,13.51,18.92,81,bot
2212ca9aec1d2984a72f6e53a211c014,87,101,94,12.94,19.68,104,bot
118e281806d0efcbd2a748699dbda64e,63,104,91,12.12,17.91,75,bot
69375d46aead476002c1e72d3fda846f,62,101,82,13.54,18.55,125,bot
586d842586921a5bbe5bb6d6f158f30f,116,99,66,13.11,17.83,137,bot
1e1a1a5d4a27c92056c112efcec3a753,124,100,43,10.44,19.21,60,bot
f1976f32acdfa417bfd75a437644c40e,167,100,70,12.85,19.04,81,bot
bae10f1f2c94e33b8e4876b6b611432c,145,100,53,12.1,19.37,94,bot
42f636b5fd3fe7f060355b568de14dad,138,99,34,11.55,18.8,111,bot
dfc1b6e4583024b4cb8e7f97e2c30ee5,620,0,0,20.21,14.51,858,bot
a3d2df7c98de404269c547476f7d4a2a,7,0,199,20.86,38.17,189,bot
b56c50bcfeadea92380caa6efdb54bc1,2,0,199,19.91,37.89,168,bot
e5812c9f4a632266c4f735caf010c806,267,0,151,23.58,38.3,418,bot
e5f4d0a1f36ee7cc60ee6430bc08145e,395,0,175,25.52,38.01,490,bot
2a0b0e59f4f718ab487735fc8ef9a063,66,0,180,20.67,38.84,271,bot
cdd9dde573e102e475c4efe4489f5805,8,0,201,20.57,38.71,193,bot
4eca9f2c799c8c0bff4a817de102f18f,10,0,200,21.08,38.42,144,bot
b24df91f5720d967eec5d65910915138,5,0,185,21.06,37.86,212,bot
bd8040400eab686444ceafafd2b84152,7,0,190,21.89,37.24,203,bot
9afb520b244a3ee848d7bd5932a90c13,3,0,184,20.53,37.78,214,bot
2aef82b834eb1c9cfab30a88ce5dc895,0,0,4,7.15,21.83,34,bot
a5f621ce882c5b15fe2e14fde28ab3fe,2,0,0,7.08,22.46,57,bot
d08f12a2bf148bb710b8c9b104c5d86f,0,0,0,8.56,22.67,95,bot
aba047cddb0cac75b2c1cec87491579d,0,0,0,8.11,23.71,102,bot
f8f2ca9d8142acfb0fd9e2f4be2f58b,0,0,0,8.27,23.33,95,bot
589b1c6a580d8ff11d91e4b10027ed53,0,0,0,8.73,21.51,56,bot
88503703cd26e570383be0a31f78cbe2,0,0,0,8.43,22.08,93,bot
a674bf4148e78477e181c85e17fc7d08,0,0,0,7.99,20.77,40,bot
b54738230d327d25853c5b90a41d31f2,9,0,0,7.87,21.84,63,bot
c7a614e16a710cea0c5f251f93321594,10,0,0,8.74,22.44,82,bot
38ad825ba0d549d801dca63a69346687,0,0,0,1.32,3.81,1,bot
30d2ef5922e94187b247a84a9317d3a0,0,0,0,1.26,4.33,1,bot
25a812f575bc9631b3dcf8e12c38ed40,0,0,0,1.19,4.1,0,bot
55616b399ac534afadb3e606ba59973c,0,0,0,1.38,4.88,0,bot
77bdfb16c81f3c634201bc3c8591e765,0,0,0,1.39,4.21,1,bot
cf9c305504a0136f7fc3564615a3bd2c,0,0,0,1.33,4.49,2,bot
bedaef08ab3bcbd561c5885d665a7bdd,0,0,0,1.25,4.21,0,bot
ec7106421bedb5490a1a8c8c8bcbc07a,0,0,0,1.24,4.16,0,bot
43d187ebeb6732764d397894bb644ae2,0,0,0,1.11,4.82,0,bot
b9781bb0eebf3143367f245f4fbad019,0,0,0,1.51,4.4,0,bot
89623687a8c08d023de5c58db5a507fc,489,0,111,12.85,9.89,196,bot
1a97be22911c5e1c2d70916336f637c6,492,0,111,13.44,10.68,203,bot
af9b1f0f18defdd79d8b08b19a3f6e5a,489,0,110,12.88,10.36,202,bot
7491923914009d7612b097441720ae6c,491,0,111,12.98,10.27,215,bot
44d147c9f98fd5dd3db41c07310350ee,489,0,113,13.15,9.91,199,bot
210ada428e949889f3fbbe4c52f41d75,496,0,109,12.84,10.13,201,bot
4467fcab2f5137ef56c1d00276be7a40,503,0,110,13.01,9.95,195,bot
89b8a9d93f86e8cc3d38c4b1eb6bff17,494,0,109,13.06,10.26,199,bot
9ff66c06974298bf803bb4e7d2460d6d,289,0,147,12.0,9.13,117,bot
15007153f8c7187ddaf7a4fd7700f37d,140,0,193,12.24,9.31,32,bot
a36133fce9b35264978c7ab717ee1642,0,30,0,3.91,15.51,6,bot
4802a9a04a79b47bf36efcd583faed6f,0,32,0,3.62,15.4,6,bot
2da08cac41500f31a2fc361a7cb424c,2,30,0,3.81,15.64,13,bot
d1fa6db8d8e7edba40229e3f72eded08,3,28,0,3.88,15.09,10,bot
bf9e2bc55a395301a81bd0007cce44be,0,24,0,3.4,15.33,5,bot
45493d0b0de87eb74026e710d01b6a66,0,32,0,4.19,15.88,13,bot
528561d459f4567f2de5b941a5b4217,1,31,0,4.12,15.35,7,bot
63c35f859a7c3b20031f5afa729072d1,0,28,0,4.35,15.81,17,bot
3acd579431b087beb38b4c667dad40d3,0,0,0,3.84,15.63,4,bot
db473ed111df3c2edc20400dcaaa067b,0,0,0,3.7,14.87,7,bot
f7c6f7c932a8179a558646f7082d3dc5,364,0,177,16.1,15.23,327,bot
f3e49cb36350ba924c3371ad067be4dc,520,0,181,17.66,15.37,312,bot
6453daded422eaa9b94789e897814413,569,0,186,17.09,16.2,199,bot
225182916677a07d0f4b98702f5cfb80,374,0,159,20.0,23.36,469,bot
5cdb9b420fc90ef78d371788b9f8011c,210,0,108,21.11,36.34,550,bot
154c24a4c66e576fd1b2c93551cae92e,216,0,101,21.63,38.68,593,bot
40ea48fc157451a1b299b393c4b9257a,123,0,118,19.0,33.05,299,bot
6a813e5dc14ed0eb6d361c9cd9d4cf2,272,0,123,16.24,23.33,331,bot
7c4da4504997465cae6fa8bf7477c99d,400,0,100,18.53,22.25,497,bot
88e44208affb7a9a0565c149ecd89164,400,0,100,18.32,22.26,500,bot
e632965ab4399e10162372a98c1cd01c,0,0,100,5.0,1.0,0,bot
866f008c440c3b611fc4a60ca8349119,0,0,100,5.0,1.0,0,bot
1be885ca20c70e337479d9db14c1691b,0,0,100,5.0,1.01,0,bot
6e9614419a4e360fca6ea30c4b96dca0,0,0,100,5.0,1.0,0,bot
76aa642a8702796e7922a5453a1f0b0f,0,0,100,5.0,1.02,0,bot
fbeac9b84f2391b2cd95fa11232bf6fd,0,0,100,5.0,1.02,0,bot
79ce92a3c2f32a7adc19cb84106901,0,0,100,5.0,1.01,0,bot
6c9c1e7b00ec56b2ecc5a2a5977fe244,0,0,100,5.0,1.03,0,bot
1fc6b36888152748e33fc0aa9ecd7586,0,0,100,5.0,1.02,0,bot
38cd770b869dac8bab5ae425d3634cb7,0,0,100,5.0,1.0,0,bot
7aefc61d6e7839a60c000d8ee0b07b01,185,100,91,11.81,14.36,75,bot
d50c9867f35a3cb7d29f832276e7457f,220,100,95,12.12,14.5,75,bot
3de26ee104ba2ff19dd73b850887c257,157,100,104,12.01,13.85,65,bot
d981966bd7c5ec014c52e3e50f9765dd,166,100,91,11.56,13.44,51,bot
cfab6c1ab17a5cdbb9668dbbc026cb2,211,101,103,13.0,13.99,58,bot
822e9039176744c5a15e9f15eb43dba8,152,100,101,11.9,15.12,93,bot
7529b3cbb5eb190f826851249b66d52b,154,100,76,10.33,14.36,64,bot
1023e968a8aa69cf5b659aa57a478f64,118,101,105,11.33,14.33,84,bot
85cec43a9839dd4494086211e62af31e,181,101,98,12.22,14.79,81,bot
f26ce2aa9637b4433078895a84f3bee4,164,101,109,12.13,14.05,64,bot
8ebcdf4594cbb566351f35949b4dbf34,3,0,199,12.25,7.68,29,bot
17d71a06aa5eb5b040ac7beba1c9f690,4,0,198,11.65,7.43,32,bot
49db641a28469f5b5d2e275f4a3b48e6,3,0,199,12.01,7.77,16,bot
6791547981d729f274c0a192d29b1599,4,0,200,12.15,8.08,30,bot
9ae08a38524bce460857205fbc49509c,2,0,198,11.73,7.78,21,bot
cd30ffc551bfe2650e6d7ec9f3684b08,2,0,198,11.76,7.5,15,bot
21a55d22eda995f36712d12012e17500,3,0,198,11.67,7.81,20,bot
f91d065f8506c5b30214e8a3e6462433,5,0,203,12.12,7.27,29,bot
19d21464af3fe4d742d32e5afa8b2ff8,2,0,195,11.5,7.45,22,bot
1bb1d130aab6bd9c04a441f187ed0dc0,2,0,199,11.79,7.05,31,bot
a15213ff90b871d847f330b593ff1da4,10,0,189,24.03,36.69,274,bot
a9e06d3a027b502848c68051b0f0973d,4,0,187,22.7,37.56,295,bot
e3bc109046e8f8e9d2765603f79da3d5,5,0,181,24.58,37.39,343,bot
a208e82ec083f32d3ba479fd698a7978,8,0,192,25.49,36.87,322,bot
1728fc13e288b4cb103f254241cf239b,9,0,191,26.0,36.53,367,bot
6bcfb423938bc6d8b567c656a4287ab7,7,0,184,25.31,37.44,226,bot
cf0e3b50c1cf15e399186f911f66bcfd,2,0,176,25.92,37.64,248,bot
58b9737963b35c508f11180a8cec6ae1,8,0,199,23.11,37.34,284,bot
3c5c3a1ee3989406b38ea9e849da1f5,3,0,194,24.89,37.78,267,bot
d77f6b0feca3c25493bab69a6078d88c,5,0,187,27.31,37.8,270,bot
c5abeb7ee96cfdf2d99261afe02f9057,0,0,0,7.55,16.79,0,bot
bdf170fdf5f85577182c8212d2324625,0,0,51,5.06,13.08,5,bot
581869430eacca04a6a2024d3a03d2b2,0,0,43,4.66,12.75,5,bot
9f91a99a0aa9453b82dfcb86e290577d,0,0,48,4.61,12.19,4,bot
a20c87c2d2ccf981577dc645592b9629,0,0,44,4.7,12.23,5,bot
8380028f752134a5fee5cae7670ba2dc,0,0,50,5.03,12.25,3,bot
23d2238fe67831e61fa5a46f908efc9e,1,0,53,4.98,11.89,5,bot
9835fa3492b40c8590af134b67b09fa2,0,0,42,5.04,12.97,5,bot
7893589279f5f40196c6121cd6895684,0,0,48,4.77,12.97,5,bot
3333347d17493268e34838c907b1e102,0,0,50,4.97,12.05,2,bot
f257093743747b0c86d5e5893b5989c,0,0,42,4.83,14.22,2,bot
a20e37e1de4906e29724d37c22684978,0,0,0,1.6,11.85,0,bot
3c06fc313a1c3bdd3d420590fb88c145,0,0,0,1.51,11.61,0,bot
6fc6b9da3bc9d15ee76c6b895ab433b3,0,0,0,1.71,12.33,0,bot
6b2a975d07cbab5a1367aa8869afc90,0,0,1,1.68,12.38,0,bot
68a906cb9146767976bb2db6ea04322d,0,0,0,1.57,12.09,0,bot
5cf7435b1f72b23ae7c63c7bf5e697ba,0,0,0,1.75,11.91,0,bot
